"infectious dose, severe, acute respiratory syndrome coronavirus 1, SARS-CoV-1, mice, PFU, PFU, intranasal route","The infectious dose for severe acute respiratory syndrome coronavirus 1 (SARS-CoV-1) in mice is estimated to be between 67-540 PFU (average 240 PFU, intranasal route)."
"Genetically modified, mice, exposed, intranasally, Middle East respiratory syndrome coronavirus, PFU, signs, infection","Genetically modified mice exposed intranasally to Middle East respiratory syndrome coronavirus (MERS-CoV) between 100-500,000 PFU show signs of infection."
"Infection, higher, doses, severe, syndromes",Infection with higher doses result in severe syndromes.
"SARS-CoV-2, humans, contact, aerosol, transmission",SARS-CoV-2 is passed easily between humans through close contact and aerosol transmission.
"pandemic, infections, deaths","As of 12/21/2020, pandemic COVID-19 has caused at least 77,074,469 infections and 1,697,679 deaths globally."
"US, COVID-19, cases, confirmed, deaths, cases33, fatalities","In the US, there have been 17,862,876 confirmed COVID-19 cases and 317,858 confirmed deaths, though both cases and fatalities are underestimates."
"Estimates, human, transmissibility, R0",Estimates of human transmissibility (R0) range from 2.2 to 3.1.
"SARS-CoV-2, spread, aerosol, ”, transmission, situations, enclosed, spaces, inadequate ventilation",SARS-CoV-2 can spread via aerosol or “airborne” transmission beyond 6 ft in certain situations such as enclosed spaces with inadequate ventilation.
"risk, infection, fomites, low",The risk of airborne infection from fomites is believed to be low.
"Exhaled breath, genome copies, hour, infectious virus",Exhaled breath may emit 105-107 genome copies per person per hour; the amount of infectious virus remains unknown.
"Vertical, transmission, mother, fetus, rare",Vertical transmission from mother to fetus is possible but rare.
"Asymptomatic, pre-symptomatic, individuals, transmit, SARS-CoV-2, case growth",Asymptomatic or pre-symptomatic individuals can transmit SARS-CoV-2 and contribute significantly to new case growth.
"Individuals, infectious, days, symptom",Individuals may be infectious for 1-3 days prior to symptom onset.
"Pre-symptomatic, asymptomatic, patients, transmit, SARS-CoV-2",Pre-symptomatic or asymptomatic patients can transmit SARS-CoV-2.
"infections, symptomatic, transmission",Between 15-56% of infections may be caused by pre- symptomatic transmission.
"transmission events, China, associated with, pre-symptomatic, asymptomatic, transmission",75.9% of transmission events in China were associated with pre-symptomatic or asymptomatic transmission.
"transmission, symptoms, begin, days, symptom",Most transmission occurs before symptoms begin and within 5 days of symptom onset.
"Asymptomatic, individuals, transmit disease, days, infection",Asymptomatic individuals can transmit disease as soon as 2 days after infection.
"evidence, asymptomatic, individuals, transmit, SARS-CoV-2, symptomatic, individuals",There is evidence that asymptomatic individuals transmit SARS-CoV-2 less often than symptomatic individuals.
"Infection, risk, high indoors",Infection risk is particularly high indoors.
"SARS-CoV-2, spread, conversation, exhalation, indoor areas, restaurants",SARS-CoV-2 may be spread by conversation and exhalation in indoor areas such as restaurants.
"Positive, negative, report, eaten, restaurants, office",Positive SARS- CoV-2 patients were twice as likely as negative patients to report that they had recently eaten in restaurants or worked in an office.
"Clusters, associated with, indoor gatherings, bars, restaurants, gyms","Clusters are often associated with large indoor gatherings, including bars, restaurants, and gyms."
"outbreaks, outdoor settings",Very few outbreaks have occurred in outdoor settings.
"Household, transmission, rapid, household contacts, spread infection, casual, community contacts","Household transmission is rapid, and household contacts spread infection more than casual community contacts."
"average, household contacts, infected index, patients, SARS-CoV-2, attack rate, ”","On average, 16.6% to 18% of household contacts of infected index patients acquire SARS-CoV-2 (i.e., the “attack rate”)."
"Attack rates, symptomatic index, cases, spouses, cases, adults, transmission, children, underestimated","Attack rates are higher for symptomatic index cases, spouses of index cases, and adults, though transmission to children may be underestimated."
"household infections, days, illness, index case",75% of household infections occurred within 5 days of illness onset in the index case.
"US study, households, SARS-CoV-2, evidence, secondary transmission, households, members, household, infected","In a US study, 31 of 58 households (54%) with a primary SARS-CoV-2 case showed evidence of secondary transmission; in 7 of these 31 households (23%), all members of the household became infected."
"Index, patients, transmitted, SARS-CoV-2, secondary contacts, viral titers, secondary contacts, transmit illness, quantified, nasal swab, RT-qPCR","Index patients who transmitted SARS-CoV-2 to secondary contacts had higher viral titers than secondary contacts who did not subsequently transmit illness, as quantified by nasal swab RT-qPCR."
"Superspreading events, SSEs, SARS-CoV-2, transmission, controlling, spread",Superspreading events (SSEs) appear common in SARS-CoV-2 transmission and may be crucial for controlling spread.
"infections, infectious, individuals, overdispersion, parameter",Most new infections come from a few infectious individuals (overdispersion parameter k = 0.2-0.5).
"Rates, transmission, public transit, low, US, CDC, travel","Rates of transmission on public transit are unclear but appear low, but the US CDC recommends masks during travel."
"Several studies, transmission, airplanes",Several studies have identified plausible transmission on airplanes.
"Fluorescent tracer, research, commercial airplanes, low risk, aerosol, surface, transmission, parameters","Fluorescent tracer research on commercial airplanes suggests a low risk of aerosol or surface transmission during flights, though key parameters remain uncertain."
"trains, China, transmission rates, row, infectious, individual, attack rate, low, non-neighboring passengers","On trains in China, transmission rates were high for those in the same row as an infectious individual (1.5-3.5% attack rate), though low for non-neighboring passengers."
"Outbreaks, public buses",Outbreaks have also occurred on public buses.
"Children, age, acquire, transmit infection, homes, schools, community settings, evidence, younger children, susceptible, infectious, older children, adults","Children of any age can acquire and transmit infection in homes, schools, and community settings, though there is some evidence that younger children (<10-15) are less susceptible and less infectious than older children and adults."
"children, SARS-CoV-2, transmission",The role of children in SARS-CoV-2 transmission is unclear.
"evidence, high, transmission rates, same-aged children, transmission, home, school, community","There is evidence of high transmission rates among same-aged children, as well as transmission in the home, at school, and in the community."
"suggestions, children, susceptible, COVID-19, PCR, infectious, identified, case, households","However, there have also been suggestions that children are both less susceptible to COVID-19 (due to low PCR test positivity rates)430 and less infectious (because they are rarely identified as the index case in households)."
"evidence, young, children, susceptible, infectious, adults, older children, adolescents, adults","Some emerging evidence suggests that young children (<10) are less susceptible and less infectious than adults, while older children and adolescents are more similar to adults."
"Contact tracing, China, Iceland, Israel, rates, transmission, younger children, adults, rates, older children","Contact tracing in China, Iceland, and Israel has found lower rates of transmission to and from younger children (<10-15) compared to adults, but similar rates in older children."
"After, schools, Italy, researchers, low, preschool, elementary school children, attack rates, middle, high school students","After schools reopened in Italy, researchers found low attack rates in preschool (0%) and elementary school children (0.38%), but higher attack rates in middle and high school students (6.5%)."
"Discrepancies, susceptibility, infectivity, children, age",Discrepancies regarding the susceptibility and infectivity of children may be partly explained by age.
"Children, adults, positive, COVID-19, RT-PCR, infected, pediatric, COVID-19, infections","Children are also less likely than adults to test positive for COVID-19 via RT-PCR despite being infected, underestimating pediatric COVID-19 infections."
"Serological studies, Germany, Spain, Italy, rates, SARS-CoV-2, exposure, children, finding","Serological studies in Germany, Spain, and Italy found high rates of SARS-CoV-2 exposure in children, though the finding is not ubiquitous."
"Separating, effects of, differential, susceptibility, infectivity, test positivity, testing likelihood, age, children","Separating the effects of differential susceptibility, infectivity, test positivity, and testing likelihood by age is crucial to understand the role of children."
"Individuals, clinically, positive, COVID-19, infectious",Individuals who have clinically recovered but test positive for COVID-19 are unlikely to be infectious.
"SARS-CoV-2, coronaviruses, circulating, bats, Southeast, Asia",SARS-CoV-2 is closely related to other coronaviruses circulating in bats in Southeast Asia.
"Previous, coronaviruses, intermediate, mammal, host, humans, presence, identity, SARS-CoV-2, host","Previous coronaviruses have passed through an intermediate mammal host before infecting humans, but the presence or identity of the SARS-CoV-2 intermediate host is unknown."
"Current, evidence, direct jump, bats, humans",Current evidence suggests a direct jump from bats to humans is plausible.
"Early, genomic analysis, similarity, SARS-CoV-1, bat origin","Early genomic analysis indicates similarity to SARS-CoV-1, with a suggested bat origin."
"Positive, samples, South China Seafood Market, wildlife, virus, circulating, humans, disease, associated with, seafood market","Positive samples from the South China Seafood Market strongly suggests a wildlife source, though it is possible that the virus was circulating in humans before the disease was associated with the seafood market."
"Viruses, SARS-CoV-2, pangolin samples, years, pangolins, coronaviruses, SARS-CoV-2, clinical symptoms, cough, shortness, breath","Viruses similar to SARS-CoV-2 were present in pangolin samples collected several years ago, and pangolins positive for coronaviruses related to SARS-CoV-2 exhibited clinical symptoms such as cough and shortness of breath."
"SARS-CoV-2, receptor, cell entry, SARS-CoV-1, coronavirus, circulated","However, SARS-CoV-2 uses the same receptor for cell entry as the SARS-CoV-1 coronavirus that circulated in 2002/2003."
"Experiments, SARS-CoV-2 Spike (S, receptor-binding domain, human cell receptor, ACE2, SARS-CoV-1, transmissibility","Experiments show that SARS-CoV-2 Spike (S) receptor-binding domain binds the human cell receptor (ACE2) stronger than SARS-CoV-1, potentially explaining its high transmissibility."
"Changes, proteolytic cleavage, Spike protein, cell entry, animal, host, receptor binding","Changes in proteolytic cleavage of the Spike protein can also affect cell entry and animal host range, in addition to receptor binding."
"Modeling, animal hosts, SARS-CoV-2, experimental studies","Modeling suggests a wide range of animal hosts for SARS-CoV-2, though experimental studies are still needed."
"Animals, transmit, SARS-CoV-2, humans, long-term, reservoir species","Animals can transmit SARS-CoV-2 to humans, but the potential role of long-term reservoir species is unknown."
"Infected, mink, human, infections, workers, mink farms",Infected mink have been linked to human infections in workers at mink farms.
"US, researchers, Eptesicus fuscus, SARS-CoV-2, oropharyngeal, nasal route, infection, clinical symptoms, transmission","In the US, researchers experimentally exposed big brown bats (Eptesicus fuscus) to SARS-CoV-2 via the oropharyngeal and nasal route and found no subsequent signs of infection, clinical symptoms, or transmission."
"Several, animal, species, susceptible, SARS-CoV-2 infection",Several animal species are susceptible to SARS-CoV-2 infection.
"Animal model studies, Golden Syrian hamsters, ferrets, susceptible, infection",Animal model studies suggest that Golden Syrian hamsters and ferrets are susceptible to infection.
"Netherlands, breathing, gastrointestinal issues, diagnosed, SARS-CoV-2 infection","In the Netherlands, farmed mink developed breathing and gastrointestinal issues, which was diagnosed as SARS-CoV-2 infection."
"SARS-CoV-2, cases, mink, US, farms, mortality, farms, biosecurity, measures","SARS-CoV-2 cases in mink on US farms show high mortality rates, and farms have implemented strict biosecurity measures."
"Infected, mink, US, human, infections",Infected mink in the US have been linked to human infections.
"Several, non-human primates, susceptible, infection, SARS-CoV-2, cynomolgus macaques, African green monkeys, Rhesus macaques","Several non-human primates are also susceptible to infection with SARS-CoV-2 including cynomolgus macaques, African green monkeys, and Rhesus macaques."
"Raccoon, dogs, mammals, foxes, susceptible, COVID-19, intranasal, exposure, dose, transmit infection, raccoon, dogs, neighboring, enclosures",Raccoon dogs (mammals related to foxes) are susceptible to COVID-19 (105 intranasal exposure dose) and were shown to transmit infection to other raccoon dogs in neighboring enclosures.
"Domestic, cats, susceptible, infection, SARS-CoV-2, PFU, intranasal, route, combination, routes, transmit, virus, cats, droplet, short-distance aerosol","Domestic cats are susceptible to infection with SARS-CoV-2 (100,000-520,000 PFU via the intranasal route or a combination of routes), and can transmit the virus to other cats via droplet or short-distance aerosol."
"Wild cats, tigers, lions, infected, SARS-CoV-2, spread, humans","Wild cats (tigers and lions) can be infected with SARS-CoV-2, although their ability to spread to humans is unknown."
"Studies, human, keepers, transmitted, SARS-CoV-2, tigers, lions, Bronx Zoo",Studies have confirmed that human keepers transmitted SARS-CoV-2 to tigers and lions at the Bronx Zoo.
"cases, SARS-CoV-2 infection, pet domestic cats",Two cases of SARS-CoV-2 infection have been confirmed in pet domestic cats.
"Deer mice, experimentally, infected, SARS-CoV-2, intranasal, exposure, TCID50, transmit virus, deer mice, contact",Deer mice can be experimentally infected with SARS-CoV-2 via intranasal exposure (104 or 105 TCID50) and are able to transmit virus to uninfected deer mice through direct contact.
"capacity, deer mice, reservoir species",The capacity of deer mice as a reservoir species is unknown.
"Ducks, chickens, pigs, experimental, SARS-CoV-2, exposure, CFU, ducks, chickens, PFU, pigs, PFU, pigs, chickens, intranasal, route","Ducks, chickens, and pigs remained uninfected after experimental SARS-CoV-2 exposure (30,000 CFU for ducks and chickens, 100,000 PFU for pigs, ~70,000 PFU for pigs and chickens all via intranasal route)."
"pigs, inoculated, oronasal route, PFU, clinical disease, transmission, concerns","When pigs were inoculated by the oronasal route (106 PFU), minimal to no signs of clinical disease were noted, suggesting limited transmission concerns."
"Chicken, turkey, duck, quail, geese, susceptible, SARS-CoV-2, experimental, exposures","Chicken, turkey, duck, quail, and geese were not susceptible to SARS-CoV-2 after experimental exposures."
"Rabbits, clinical symptoms, exposure to, SARS-CoV-2, seroconvert","Rabbits do not exhibit clinical symptoms after exposure to SARS-CoV-2, but do seroconvert."
"Cattle, exposed, SARS-CoV-2, clinical disease, low, levels, viral shedding, nose, residual virus, exposure dose","Cattle exposed to SARS-CoV-2 showed no clinical disease but exhibited low levels of viral shedding in the nose, which could be residual virus from the exposure dose."
"Dogs, exposed, SARS-CoV-2, anti-SARS-CoV-2 antibodies, clinical symptoms",Dogs exposed to SARS-CoV-2 produced anti-SARS-CoV-2 antibodies but exhibited no clinical symptoms.
"Italy, domestic, dogs, cats, detectable, neutralizing antibodies, SARS-CoV-2, animals, clinical signs, positive, RT-PCR tests, antibodies, evidence, transmission, dogs, cats, humans","In Italy, approximately 3-6% of domestic dogs and cats showed detectable neutralizing antibodies to SARS-CoV-2, though no animals showed clinical signs or positive RT-PCR tests in addition to the antibodies, and no evidence exists of transmission from dogs or cats to humans."
"survey, pangolins, coronavirus, nucleic acid, upstream, market chain samples, positive, samples, pangolins, exposure to, infected, humans, wildlife, animals, wildlife trade, network","survey of 334 pangolins did not identify coronavirus nucleic acid in ‘upstream’ market chain samples, suggesting that positive samples from pangolins may be the result of exposure to infected humans, wildlife or other animals within the wildlife trade network."
"data, pangolins, incidental hosts, coronaviruses",These data suggest that pangolins are incidental hosts of coronaviruses.
"average, symptoms, days, exposure with, days","On average, symptoms develop 5 days after exposure with a range of 2-14 days."
"Incubating, individuals, transmit disease, days, symptom",Incubating individuals can transmit disease for several days before symptom onset.
"Some, individuals, symptoms, transmit disease",Some individuals never develop symptoms but can still transmit disease.
"general consensus, incubation, period, COVID-19, days","By general consensus, the incubation period of COVID-19 is between 5 and 6 days."
"Fewer, infected, individuals, symptoms, days, exposure",Fewer than 2.5% of infected individuals show symptoms sooner than 2 days after exposure.
"estimates, models, incubation, period, days","However, more recent estimates using different models calculate a longer incubation period, between 7 and 8 days."
"individuals, day, quarantine, infectious",This could mean that 5-10% of individuals undergoing a 14- day quarantine are still infectious at the end.
"evidence, younger, older, individuals, COVID-19, incubation, periods, U-, relationship, incubation, period, patient age, adolescent, young adult, populations, years, estimated, ~2, days","There is evidence that younger (<14) and older (>75) individuals have longer COVID-19 incubation periods, creating a U- shaped relationship between incubation period length and patient age while adolescent and young adult populations (15-24 years old) have been estimated at ~2 days."
"Individuals, positive, COVID-19, clinical symptoms",Individuals can test positive for COVID-19 even if they lack clinical symptoms.
"infectious, pre-symptomatic, virus, nose, throat, symptomatic","Individuals can be infectious while asymptomatic, and asymptomatic and pre-symptomatic individuals have similar amounts of virus in the nose and throat compared to symptomatic patients."
"Peak infectiousness, incubation, period, day, symptoms","Peak infectiousness may be during the incubation period, one day before symptoms develop."
"Infectious virus, cultured, patients, days, development, symptoms",Infectious virus has been cultured in patients up to 6 days before the development of symptoms.
"individuals, infectious, days, symptom",It is estimated that most individuals are no longer infectious beyond 10 days after symptom onset.
"systematic review, published studies, SARS-CoV-1, SARS-CoV-2, MERS-CoV, isolation, infectious virus, COVID-19, patients, days, symptom, viral loads, genetic tests","A systematic review of published studies on SARS-CoV-1, SARS-CoV-2, and MERS-CoV found none that reported isolation of infectious virus from COVID-19 patients beyond 9 days from symptom onset, despite high viral loads by genetic tests."
"virus, individual, mild-moderate, COVID-19, cases, infectious, days, symptom, ill, immunocompromised, patients, infectious, days, symptom","While the amount of virus needed to infect another individual is unknown, mild-moderate COVID-19 cases appear to be infectious for no longer than 10 days after symptom onset, while severely ill or immunocompromised patients may be infectious for 20-70 days after symptom onset;"
"individuals, transmit infection, symptoms",individuals can also transmit infection before symptoms appear.
"Asymptomatic, individuals, infectious, median, days",Asymptomatic individuals are estimated to be infectious for a median of 9.5 days.
"average, symptom, cases, serial interval, days","The average time between symptom onset in successive cases (i.e., the serial interval) is approximately 5 days."
"average, days, symptom, cases, single transmission chain, interval","On average, there are approximately 4 to 7.5 days between symptom onset in successive cases of a single transmission chain (i.e., the serial interval)."
"Based, data, transmission chains, China, meta-analysis, serial interval, days","Based on data from 339 transmission chains in China and additional meta-analysis, the mean serial interval is between 4.4 and 6.0 days."
"serial interval, COVID-19, increased, case isolation, individuals, transmit virus","The serial interval of COVID-19 has declined substantially over time as a result of increased case isolation, meaning individuals tend to transmit virus for less time."
"generation time, infection events, chain of, transmission, SARS-CoV-2, days",The generation time (time between infection events in a chain of transmission) for SARS-CoV-2 is estimated as 4-5 days.
"Individuals, weeks, infectious","Individuals can shed virus for several weeks, though it is not necessarily infectious."
"Children, shed virus, days","Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."
"Asymptomatic, mildly, test positive, less, test, negative",Asymptomatic and mildly ill patients who test positive for SARS-CoV-2 take less time to test negative than severely ill patients.
"20 years old, asymptomatic, infected, symptoms",Patients infected by asymptomatic or young (<20 years old) individuals may take longer to develop symptoms than those infected by other groups of individuals.
"Viral, RNA, loads, upper respiratory tract, days, symptom, undetectable, weeks, symptoms, begin",Viral RNA loads in the upper respiratory tract tend to peak within a few days of symptom onset and become undetectable approximately two weeks after symptoms begin.
"duration, infectious, period, patients, positive, SARS-CoV-2 viral RNA, periods, time, stool samples","The duration of the infectious period is unknown, though patients can test positive for SARS-CoV-2 viral RNA for extended periods of time, particularly in stool samples."
"hospital, exhale, detectable levels, SARS-CoV-2 RNA, genome copies, hour","Patients being released from the hospital may still exhale detectable levels of SARS-CoV-2 RNA (~7,000 genome copies per hour), though the infectivity of these patients is unknown."
"symptomatic, cases, mild, severe, disease, age group","Most symptomatic cases are mild, but severe disease can be found in any age group."
"Older, individuals, conditions, risk, serious, illness, death, men","Older individuals and those with underlying conditions are at higher risk of serious illness and death, as are men."
"Fever, symptom",Fever is most often the first symptom.
"symptomatic, COVID-19, cases, mild",Most symptomatic COVID-19 cases are mild (81%).
"Fever, cough, shortness, breath, symptoms, malaise, fatigue, sputum/secretion","Fever, cough, and shortness of breath are the most common symptoms, followed by malaise, fatigue, and sputum/secretion."
"cohort, n=1,564, muscle pain, headache, cough","In at least one cohort, however (n=1,564), muscle pain (55%) and headache (51%) were more common than cough (49%)."
"Chills, muscle pain, sore throat, loss of taste, smell, gastrointestinal symptoms, neurological symptoms, dermatological symptoms, COVID-19, atypical, symptoms, unexplained limb pain, COVID-19","Chills, muscle pain, sore throat, loss of taste or smell, gastrointestinal symptoms, neurological symptoms, and dermatological symptoms also occur with COVID-19, and atypical symptoms such as unexplained limb pain may also present with COVID-19."
"Headaches, weeks, associated with, shorter disease, duration","Headaches are common, may persist for weeks, and may be associated with shorter disease duration."
"children, loss of taste, smell, nausea, vomiting, headache, fever, COVID-19, infection","In children, loss of taste or smell, nausea or vomiting, headache, and fever were predictive of COVID-19 infection."
"Children, cough, loss of taste, smell, adults, sore throat","Children were less likely to exhibit cough and loss of taste or smell than adults, but more likely to show sore throat."
"COVID-19, fever, cough, malaise","COVID-19 generally begins with fever, then cough and malaise."
"children, COVID-19, years, fever","In 49 children with COVID-19 (0-22 years), however, only 51% developed fever."
"emergency department, patients testing, positive, COVID-19, fevers",Only 20% of emergency department patients testing positive for COVID-19 had fevers >100°F.
"older, patients, delirium, symptom, COVID-19, signs","In older patients, delirium should be considered a symptom of COVID-19 with or without other typical signs."
"COVID-19, severe, seasonal influenza, higher, ICU, admission, mortality rates","COVID-19 is more severe than seasonal influenza, evidenced by higher ICU admission and mortality rates."
"15%, hospitalized, severe, ICU","Approximately 15% of hospitalized patients are classified as severe, and approximately 5% of patients are admitted to the ICU."
"Symptoms, months",Symptoms can persist for months.
"Higher, SARS-CoV-2 RNA, loads, admission, associated with, risk, death",Higher SARS-CoV-2 RNA loads on admission have been associated with greater risk of death.
"Individuals, age, severe, symptoms, ICU care",Individuals of any age can develop severe symptoms and require ICU care.
"Males, associated with, outcomes, females",Males are associated with worse outcomes compared to females.
"Early presenters, hospital, hyperinflammatory response, 5 days","Early presenters, who are admitted to the hospital within 7 days of symptom onset, have worse clinical outcomes than those admitted later in illness, potentially due to an observed hyperinflammatory response 5-7 days after symptoms begin."
"SARS-CoV-2, attacks blood vessels, lung, clotting, complications, ARDS","SARS-CoV-2 attacks blood vessels in the lung, leading to clotting complications and ARDS."
"Clotting, multiple organs, cases",Clotting affects multiple organs and is present in 15-27% of cases.
"COVID-19, pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, shock","COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."
"COVID-19, symptoms, fatigue, shortness, breath, weeks, months",COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.
"individuals, infected, COVID-19, evidence, lung damage, weeks, clinical recovery",Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.
"Approximately, hospitalized, patients, experience, hospital readmission, months, COVID-19, recovery, individuals, odds, readmission","Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."
"cases, asymptomatic, course, infection, changing, symptom, definitions, compare, asymptomatic, fractions, time","Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."
"case fatality rate, CFR, adults, comorbidities, elevated, death","The case fatality rate (CFR) is unknown, but adults >60 and those with comorbidities are at elevated risk of death."
"Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, respiratory conditions, increase, CFR","Cardiovascular disease, obesity, hypertension, diabetes, cancer, down syndrome, and respiratory conditions all increase the CFR."
